Identifiant_de_l_etablissement;Type_etablissement;Statut_public_prive;Type_contrat_prive;Nom_etablissement;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Libelle_departement;Code_academie;Libelle_academie;Code_region;Libelle_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Lycee_des_metiers;Apprentissage;Segpa;Post_BAC;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Nombre_d_eleves;GRETA;SIREN_SIRET;Fiche_onisep;Appartenance_Education_Prioritaire;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;position;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature
0592528C;Ecole;Public;SANS OBJET;Ecole maternelle Pierre Malfait;60 rue Delerue ;;59290 WASQUEHAL;59290;59646;Wasquehal;59;Nord;09;Lille;32;Hauts-de-France;1;0;;;;0320720996;;;ce.0592528C@ac-lille.fr;1;0;0;;;;;;;;;;;;;166;;21590646200043;;;708883.0;7063433.9;EPSG:2154;Circonscription d'inspection du 1er degr� de Roubaix-Wasquehal;50.66771432322824;3.1254293031101468;50.66771432322824,3.1254293031101468;Num�ro de rue;1965-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0592529D;Ecole;Public;SANS OBJET;Ecole maternelle Fran�oise Dolto;32 rue Emile Dellette ;;59290 WASQUEHAL;59290;59646;Wasquehal;59;Nord;09;Lille;32;Hauts-de-France;1;0;;;;0320724475;;;ce.0592529D@ac-lille.fr;1;0;0;;;;;;;;;;;;;101;;21590646200068;;;709285.4;7064214.1;EPSG:2154;Circonscription d'inspection du 1er degr� de Roubaix-Wasquehal;50.674709782339285;3.131129536409898;50.674709782339285,3.131129536409898;Num�ro de rue;1965-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0592530E;Ecole;Public;SANS OBJET;Ecole maternelle Louis Aragon;29 rue Turgot ;;59290 WASQUEHAL;59290;59646;Wasquehal;59;Nord;09;Lille;32;Hauts-de-France;1;0;;;;0320366880;;;ce.0592530E@ac-lille.fr;1;0;0;;;;;;;;;;;;;191;;21590646200100;;;709900.0;7065518.8;EPSG:2154;Circonscription d'inspection du 1er degr� de Roubaix-Wasquehal;50.686408215588564;3.1398416046597224;50.686408215588564,3.1398416046597224;Num�ro de rue;1965-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0592535K;Ecole;Public;SANS OBJET;Ecole primaire La Fontaine;2 rue du Docteur Calmette ;;59252 WASNES AU BAC;59252;59645;Wasnes-au-Bac;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0327357578;;;ce.0592535K@ac-lille.fr;0;0;0;;;;;;;;;;;;;69;;21590645400024;;;718406.3;7019115.0;EPSG:2154;Circonscription d'inspection du 1er degr� de Valenciennes-Escaudain;50.26968396753482;3.257855488093421;50.26968396753482,3.257855488093421;Num�ro de rue;1965-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0592536L;Ecole;Public;SANS OBJET;Ecole primaire Maxence Van Der Meersch;756 RUE GRANDE ;;59870 WARLAING;59870;59642;Warlaing;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0327905024;;;ce.0592536L@ac-lille.fr;0;0;0;;;;;;;;;;;;;68;;21590642100023;;;722916.9;7034927.6;EPSG:2154;Circonscription d'inspection du 1er degr� de Douai-Rieulay;50.411500216551865;3.3219474351596903;50.411500216551865,3.3219474351596903;Num�ro de rue;1965-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0592540R;Ecole;Public;SANS OBJET;Ecole maternelle Lavoisier;5 rue Lavoisier ;;59150 WATTRELOS;59150;59650;Wattrelos;59;Nord;09;Lille;32;Hauts-de-France;1;0;;;;0320757915;;;ce.0592540R@ac-lille.fr;1;0;0;;;;;;;;;;;;;124;;21590650400273;;REP;714426.1;7067074.0;EPSG:2154;Circonscription d'inspection du 1er degr� de Roubaix-Wattrelos;50.700275343619694;3.203831111290163;50.700275343619694,3.203831111290163;Num�ro de rue;1965-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0592541S;Ecole;Public;SANS OBJET;Ecole maternelle Jean Zay;13 rue Alfred Delecourt ;;59150 WATTRELOS;59150;59650;Wattrelos;59;Nord;09;Lille;32;Hauts-de-France;1;0;;;;0320266058;;;ce.0592541S@ac-lille.fr;1;0;0;;;;;;;;;;;;;120;;21590650400133;;REP;712737.2;7068622.2;EPSG:2154;Circonscription d'inspection du 1er degr� de Roubaix-Wattrelos;50.714204579502855;3.180018046331836;50.714204579502855,3.180018046331836;Num�ro de rue;1959-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0592542T;Ecole;Public;SANS OBJET;Ecole maternelle L�o Lagrange;36 rue Alfred Delecourt ;;59150 WATTRELOS;59150;59650;Wattrelos;59;Nord;09;Lille;32;Hauts-de-France;1;0;;;;0320264444;;;ce.0592542T@ac-lille.fr;1;0;0;;;;;;;;;;;;;126;;21590650400331;;REP;712801.0;7068466.0;EPSG:2154;Circonscription d'inspection du 1er degr� de Roubaix-Wattrelos;50.71280166065679;3.180914686645535;50.71280166065679,3.180914686645535;Num�ro de rue;1965-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0592547Y;Ecole;Public;SANS OBJET;Ecole primaire Jean Mac�;11  RUE DE LONDRES ;;59150 WATTRELOS;59150;59650;Wattrelos;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0320758548;;;ce.0592547Y@ac-lille.fr;1;0;0;;;;;;;;;;;;;411;;21590650400190;;REP;714591.1;7066749.0;EPSG:2154;Circonscription d'inspection du 1er degr� de Roubaix-Wattrelos;50.697355154915805;3.2061504514474906;50.697355154915805,3.2061504514474906;Num�ro de rue;1965-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0592556H;Ecole;Public;SANS OBJET;Ecole maternelle Maurice Thorez;22 rue Pierre et Marie Curie ;;59220 WAVRECHAIN SOUS DENAIN;59220;59651;Wavrechain-sous-Denain;59;Nord;09;Lille;32;Hauts-de-France;1;0;;;;0327314328;;;ce.0592556H@ac-lille.fr;0;0;0;;;;;;;;;;;;;107;;21590651200037;;REP+;729435.1;7026101.2;EPSG:2154;Circonscription d'inspection du 1er degr� de Valenciennes Denain;50.331988570483375;3.412868365636018;50.331988570483375,3.412868365636018;Num�ro de rue;1965-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0592557J;Ecole;Public;SANS OBJET;Ecole primaire Henri Matisse;18 rue de Wasnes ;;59111 WAVRECHAIN SOUS FAULX;59111;59652;Wavrechain-sous-Faulx;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0327357323;;;ce.0592557J@ac-lille.fr;0;0;0;;;;;;;;;;;;;12;;21590652000022;;;720306.7;7019435.2;EPSG:2154;Circonscription d'inspection du 1er degr� de Valenciennes-Escaudain;50.27250038777837;3.2844943020504354;50.27250038777837,3.2844943020504354;Num�ro de rue;1965-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0592561N;Ecole;Public;SANS OBJET;Ecole primaire L�on Gambetta;8 rue L�on Gambetta ;;59119 WAZIERS;59119;59654;Waziers;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0327980775;;;ce.0592561N@ac-lille.fr;1;0;1;;;;;;;;;;;;;223;;21590654600084;;REP;708324.5;7032156.9;EPSG:2154;Circonscription d'inspection du 1er degr� de Douai-Waziers;50.38699092529801;3.1168894500696673;50.38699092529801,3.1168894500696673;Num�ro de rue;1965-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0592565T;Ecole;Public;SANS OBJET;Ecole maternelle Fr�d�ric Chopin Cit� Notre-Dame;Rue Paul Eluard ;;59119 WAZIERS;59119;59654;Waziers;59;Nord;09;Lille;32;Hauts-de-France;1;0;;;;0327997121;;;ce.0592565T@ac-lille.fr;1;0;0;;;;;;;;;;;;;88;;21590654600050;;REP;707173.0;7031048.2;EPSG:2154;Circonscription d'inspection du 1er degr� de Douai-Waziers;50.37705181383595;3.100700691984992;50.37705181383595,3.100700691984992;Rue;1965-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0592567V;Ecole;Public;SANS OBJET;Ecole maternelle Joliot-Curie;90 bis rue Pasteur ;;59119 WAZIERS;59119;59654;Waziers;59;Nord;09;Lille;32;Hauts-de-France;1;0;;;;0327883503;;;ce.0592567V@ac-lille.fr;1;0;0;;;;;;;;;;;;;139;;21590654600100;;REP;707510.5;7031876.4;EPSG:2154;Circonscription d'inspection du 1er degr� de Douai-Waziers;50.384483038090174;3.1054543271513984;50.384483038090174,3.1054543271513984;Num�ro de rue;1965-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0592569X;Ecole;Public;SANS OBJET;Ecole primaire Guironnet;80 rue Pasteur ;;59119 WAZIERS;59119;59654;Waziers;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0327885051;;;ce.0592569X@ac-lille.fr;1;0;1;;;;;;;;;;;;;253;;21590654600118;;REP;707534.6;7031889.9;EPSG:2154;Circonscription d'inspection du 1er degr� de Douai-Waziers;50.38460394451682;3.105792966870955;50.38460394451682,3.105792966870955;Num�ro de rue;1965-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0592570Y;Ecole;Public;SANS OBJET;Ecole maternelle;54 rue de Watten ;;59670 WEMAERS CAPPEL;59670;59655;Wemaers-Cappel;59;Nord;09;Lille;32;Hauts-de-France;1;0;;;;0328405511;;;ce.0592570Y@ac-lille.fr;0;0;0;;;;;;;;;;;;;19;;21590655300023;;;660392.0;7079085.2;EPSG:2154;Circonscription d'inspection du 1er degr� de Dunkerque Wormhout;50.80695270703544;2.439168338369094;50.80695270703544,2.439168338369094;Num�ro de rue;1965-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;059020;101;ECOLE MATERNELLE
0592575D;Ecole;Public;SANS OBJET;Ecole primaire La Libaude;49 rue Th�odore Brasme ;;59134 WICRES;59134;59658;Wicres;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0320571158;;;ce.0592575D@ac-lille.fr;0;0;0;;;;;;;;;;;;;45;;21590658700021;;;690481.6;7052652.1;EPSG:2154;Circonscription d'inspection du 1er degr� de Lille2-Annoeullin;50.570944280091105;2.865857397936806;50.570944280091105,2.865857397936806;Num�ro de rue;1965-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0592578G;Ecole;Public;SANS OBJET;Ecole maternelle du Terne;1 rue Voltaire ;;59212 WIGNEHIES;59212;59659;Wignehies;59;Nord;09;Lille;32;Hauts-de-France;1;0;;;;0327599764;;;ce.0592578G@ac-lille.fr;1;0;0;;;;;;;;;;;;;130;;21590659500057;;REP;772528.3;6991013.5;EPSG:2154;Circonscription d'inspection du 1er degr� d'Avesnes-Fourmies;50.013420878412376;4.010963186603016;50.013420878412376,4.010963186603016;Num�ro de rue;1965-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0592580J;Ecole;Public;SANS OBJET;Ecole primaire Condorcet;All�e Marcel Derieppe ;;59780 WILLEMS;59780;59660;Willems;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0320793147;;;ce.0592580J@ac-lille.fr;1;0;0;;;;;;;;;;;;;132;;21590660300042;;;716973.8;7059674.3;EPSG:2154;Circonscription d'inspection du 1er degr� de Roubaix-Hem;50.63380781378932;3.23951106661373;50.63380781378932,3.23951106661373;Num�ro de rue;1965-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0592584N;Ecole;Public;SANS OBJET;Ecole primaire;46 route du Droogland ;;59670 WINNEZEELE;59670;59662;Winnezeele;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0328433239;;;ce.0592584N@ac-lille.fr;1;0;0;;;;;;;;;;;;;130;;21590662900039;;;668331.7;7082782.2;EPSG:2154;Circonscription d'inspection du 1er degr� de Dunkerque-Hazebrouck;50.84057575551688;2.5512907699689;50.84057575551688,2.5512907699689;Num�ro de rue;1965-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0592591W;Ecole;Public;SANS OBJET;Ecole primaire Dominique Doncre;19 rue Morseley ;;59470 ZEGERSCAPPEL;59470;59666;Zegerscappel;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0328689380;;;ce.0592591W@ac-lille.fr;1;0;0;;;;;;;;;;;;;186;;21590666000026;;;656651.9;7088407.3;EPSG:2154;Circonscription d'inspection du 1er degr� de Dunkerque Wormhout;50.890332450613435;2.385184501415051;50.890332450613435,2.385184501415051;Num�ro de rue;1965-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0592593Y;Ecole;Public;SANS OBJET;Ecole primaire;1781 voie Romaine ;;59670 ZERMEZEELE;59670;59667;Zermezeele;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0328407793;;;ce.0592593Y@ac-lille.fr;1;0;0;;;;;;;;;;;;;23;;21590667800028;;;661158.1;7080862.9;EPSG:2154;Circonscription d'inspection du 1er degr� de Dunkerque Wormhout;50.822949867418174;2.449840243590957;50.822949867418174,2.449840243590957;Num�ro de rue;1965-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;059020;151;ECOLE DE NIVEAU ELEMENTAIRE
0592597C;Ecole;Public;SANS OBJET;Ecole primaire;PLACE ;;59670 ZUYTPEENE;59670;59669;Zuytpeene;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0328443702;;;ce.0592597C@ac-lille.fr;1;0;0;;;;;;;;;;;;;49;;21590669400025;;;659844.3;7077749.6;EPSG:2154;Circonscription d'inspection du 1er degr� de Dunkerque Wormhout;50.79493485656075;2.4315495576378052;50.79493485656075,2.4315495576378052;Rue;1965-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0592601G;Ecole;Public;SANS OBJET;Ecole maternelle Les Glycines;Avenue du Peuple Belge ;;59117 WERVICQ SUD;59117;59656;Wervicq-Sud;59;Nord;09;Lille;32;Hauts-de-France;1;0;;;;0320399189;;;ce.0592601G@ac-lille.fr;1;0;0;;;;;;;;;;;;;94;;21590656100026;;;703629.6;7074961.2;EPSG:2154;Circonscription d'inspection du 1er degr� de Lille2-Lomme;50.77120288486705;3.0513563989349453;50.77120288486705,3.0513563989349453;Num�ro de rue;1965-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0592605L;Ecole;Public;SANS OBJET;Ecole primaire;5 rue Lucien Gillard ;;59600 GOGNIES CHAUSSEE;59600;59264;Gognies-Chauss�e;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0327679566;;;ce.0592605L@ac-lille.fr;0;0;0;;;;;;;;;;;;;65;;21590264400024;;;767291.3;7027373.1;EPSG:2154;Circonscription d'inspection du 1er degr� d'Avesnes-Le Quesnoy;50.34048721826148;3.9440313342061923;50.34048721826148,3.9440313342061923;Num�ro de rue;1972-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0592609R;Ecole;Public;SANS OBJET;Ecole primaire de L'Alloeu;27 rue Jean Mermoz ;;59253 LA GORGUE;59253;59268;La Gorgue;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0328400767;;;ce.0592609R@ac-lille.fr;1;0;0;;;;;;;;;;;;;380;;21590268500035;;;679498.5;7060226.3;EPSG:2154;Circonscription d'inspection du 1er degr� de Dunkerque-Bailleul;50.638655552434194;2.710682720711617;50.638655552434194,2.710682720711617;Num�ro de rue;1972-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0592614W;Ecole;Public;SANS OBJET;Ecole maternelle du Parc;12 avenue Faidherbe ;;59240 DUNKERQUE;59240;59183;Dunkerque;59;Nord;09;Lille;32;Hauts-de-France;1;0;;;;0328636717;;;ce.0592614W@ac-lille.fr;0;0;0;;;;;;;;;;;;;64;;21590183600407;;;657114.8;7105758.1;EPSG:2154;Circonscription d'inspection du 1er degr� de Dunkerque-Centre;51.0459909159797;2.3898481218954672;51.0459909159797,2.3898481218954672;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0592625H;Ecole;Public;SANS OBJET;Ecole maternelle Gaston Leclercq;43 rue des Gantois ;;59110 LA MADELEINE;59110;59368;La Madeleine;59;Nord;09;Lille;32;Hauts-de-France;1;0;;;;0320554171;;;ce.0592625H@ac-lille.fr;1;0;0;;;;;;;;;;;;;119;;21590368300062;;;704654.2;7061724.7;EPSG:2154;Circonscription d'inspection du 1er degr� de Lille1-Marcq en Baroeul;50.652422040351894;3.0656979678195606;50.652422040351894,3.0656979678195606;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0592628L;Ecole;Public;SANS OBJET;Ecole maternelle Georges Melies;27 rue D�sir� Desmettre ;;59700 MARCQ EN BAROEUL;59700;59378;Marcq-en-Baroeul;59;Nord;09;Lille;32;Hauts-de-France;1;0;;;;0320729457;;;ce.0592628L@ac-lille.fr;1;0;0;;;;;;;;;;;;;105;;21590378200153;;;706932.1;7062202.7;EPSG:2154;Circonscription d'inspection du 1er degr� de Lille1-Marcq en Baroeul;50.6566904348591;3.0978607868596266;50.6566904348591,3.0978607868596266;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0592629M;Ecole;Public;SANS OBJET;Ecole maternelle Paul Sti�venart;6 rue Jean Coquelin ;;59620 AULNOYE AYMERIES;59620;59033;Aulnoye-Aymeries;59;Nord;09;Lille;32;Hauts-de-France;1;0;;;;0327672863;;;ce.0592629M@ac-lille.fr;1;0;0;;;;;;;;;;;;;71;;21590033300075;;;760458.6;7012436.8;EPSG:2154;Circonscription d'inspection du 1er degr� d'Avesnes Aulnoye;50.207080452534285;3.845938214121593;50.207080452534285,3.845938214121593;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0592641A;Ecole;Public;SANS OBJET;Ecole primaire Chabrier;Rue Jean-S�bastien Bach ;;59760 GRANDE SYNTHE;59760;59271;Grande-Synthe;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0328219747;;;ce.0592641A@ac-lille.fr;1;0;0;;;;;;;;;;;;;274;;21590271900073;;;650071.0;7102229.4;EPSG:2154;Circonscription d'inspection du 1er degr� de Dunkerque Gravelines;51.01381579774449;2.2900883909955634;51.01381579774449,2.2900883909955634;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0592642B;Ecole;Public;SANS OBJET;Ecole primaire Paul Durot;Rue de la Commune de Paris ;;59113 SECLIN;59113;59560;Seclin;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0320900641;;;ce.0592642B@ac-lille.fr;1;0;0;;;;;;;;;;;;;158;;21590560500113;;;702990.4;7050034.5;EPSG:2154;Circonscription d'inspection du 1er degr� de Lille3-S�clin;50.547516080969416;3.042123998480794;50.547516080969416,3.042123998480794;Rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0592643C;Ecole;Public;SANS OBJET;Ecole �l�mentaire Marcelle Detaille;123 rue Emile Dellette ;;59290 WASQUEHAL;59290;59646;Wasquehal;59;Nord;09;Lille;32;Hauts-de-France;0;1;;;;0320725395;;;ce.0592643C@ac-lille.fr;1;0;0;;;;;;;;;;;;;118;;21590646200050;;;709438.8;7064484.2;EPSG:2154;Circonscription d'inspection du 1er degr� de Roubaix-Wasquehal;50.67713127205868;3.133302304926288;50.67713127205868,3.133302304926288;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0592645E;Ecole;Public;SANS OBJET;Ecole primaire Trystram;1215 rue du Banc Vert ;;59640 DUNKERQUE;59640;59183;Dunkerque;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0328240886;;;ce.0592645E@ac-lille.fr;1;0;1;;;;;;;;;;;;;155;;21590183600498;;;654307.5;7102832.2;EPSG:2154;Circonscription d'inspection du 1er degr� de Dunkerque Saint Pol;51.019549231036564;2.3502513680780193;51.019549231036564,2.3502513680780193;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0592657T;Ecole;Public;SANS OBJET;Ecole maternelle Marie Curie;Rue Pierre et Marie Curie ;;59390 LYS LEZ LANNOY;59390;59367;Lys-lez-Lannoy;59;Nord;09;Lille;32;Hauts-de-France;1;0;;;;0320755548;;;ce.0592657T@ac-lille.fr;1;0;0;;;;;;;;;;;;;100;;21590367500084;;;714624.3;7064310.8;EPSG:2154;Circonscription d'inspection du 1er degr� de Roubaix-Hem;50.67547510319367;3.2065294155172497;50.67547510319367,3.2065294155172497;Num�ro de rue;1968-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0592658U;Ecole;Public;SANS OBJET;Ecole maternelle Jean Mabuse;Rue des Provinces Fran�aises ;;59600 MAUBEUGE;59600;59392;Maubeuge;59;Nord;09;Lille;32;Hauts-de-France;1;0;;;;0327648129;;;ce.0592658U@ac-lille.fr;1;0;0;;;;;;;;;;;;;114;;21590392300211;;REP;769677.5;7019902.6;EPSG:2154;Circonscription d'inspection du 1er degr� d'Avesnes-Maubeuge;50.273158238659015;3.976208419209446;50.273158238659015,3.976208419209446;Rue;1968-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0592660W;Ecole;Public;SANS OBJET;Ecole maternelle Reine Astrid;43 bis rue Lacordaire ;;59370 MONS EN BAROEUL;59370;59410;Mons-en-Baroeul;59;Nord;09;Lille;32;Hauts-de-France;1;0;;;;0320048056;;;ce.0592660W@ac-lille.fr;1;0;0;;;;;;;;;;;;;141;;21590410300110;;REP+;707637.3;7060238.2;EPSG:2154;Circonscription d'inspection du 1er degr� de Lille3-Villeneuve d'Ascq Nord;50.639052628848894;3.107778263643507;50.639052628848894,3.107778263643507;Num�ro de rue;1968-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0592664A;Ecole;Public;SANS OBJET;Ecole maternelle Perrault;102 avenue de la Libert� ;;59130 LAMBERSART;59130;59328;Lambersart;59;Nord;09;Lille;32;Hauts-de-France;1;0;;;;0320559985;;;ce.0592664A@ac-lille.fr;1;0;0;;;;;;;;;;;;;103;;21590328700062;;;702307.1;7062088.2;EPSG:2154;Circonscription d'inspection du 1er degr� de Lille1-Lambersart;50.65569719411039;3.03256878904255;50.65569719411039,3.03256878904255;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0592665B;Ecole;Public;SANS OBJET;Ecole maternelle Marceline Desbordes-Valmore;3 rue Jules Ferry ;;59790 RONCHIN;59790;59507;Ronchin;59;Nord;09;Lille;32;Hauts-de-France;1;0;;;;0320530593;;;ce.0592665B@ac-lille.fr;1;0;0;;;;;;;;;;;;;118;;21590507600042;;;706243.5;7055935.7;EPSG:2154;Circonscription d'inspection du 1er degr� de Lille3-Ronchin;50.600455586740196;3.088041152788928;50.600455586740196,3.088041152788928;Num�ro de rue;1968-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE
0592670G;Ecole;Public;SANS OBJET;Ecole primaire Jean Zay;1 rue Henri Barbusse ;;59170 CROIX;59170;59163;Croix;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0320704051;;;ce.0592670G@ac-lille.fr;1;0;0;;;;;;;;;;;;;184;;21590163800035;;;710509.7;7065255.6;EPSG:2154;Circonscription d'inspection du 1er degr� de Roubaix-Wasquehal;50.68403638526761;3.1484468608927654;50.68403638526761,3.1484468608927654;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0592672J;Ecole;Public;SANS OBJET;Ecole primaire Pierre Loti;12 rue Br�guet ;;59130 LAMBERSART;59130;59328;Lambersart;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0320924483;;;ce.0592672J@ac-lille.fr;1;0;0;;;;;;;;;;;;;121;;21590328700088;;;701451.7;7062429.1;EPSG:2154;Circonscription d'inspection du 1er degr� de Lille1-Lambersart;50.658758994708016;3.0204945578246933;50.658758994708016,3.0204945578246933;Rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0592676N;Ecole;Public;SANS OBJET;Ecole primaire Emile Zola;32 rue d'Aubry FOSSE DUTEMPLE;;59300 VALENCIENNES;59300;59606;Valenciennes;59;Nord;09;Lille;32;Hauts-de-France;1;1;;;;0327468858;;;ce.0592676N@ac-lille.fr;1;0;1;;;;;;;;;;;;;120;;21590606600281;;REP+;734378.3;7029195.9;EPSG:2154;Circonscription d'inspection du 1er degr� de Valenciennes-Centre;50.35952061613374;3.482467265151836;50.35952061613374,3.482467265151836;Num�ro de rue;1965-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
